start station id,start station name,start station latitude,start station longitude,covid_cases,trip count,tripduration_sum(mins),tripduration_mean(mins),usertype_member_count
475,Arsenal Yards,42.36277389,-71.15764854,178397.5,8965,246520.9664,21289.0321,5612
476,Boylston St at Charles St,42.35257609,-71.06764405,51127,4589,123128.1834,5214.7756,2481
477,Marion St at White St,42.38066931,-71.03907316,54148,1441,23929.667,6683.8664,859
478,Gove St at Orleans St,42.37057753,-71.0355854,158877,3742,82976.0173,13717.6397,2334
479,Galileo Galilei Way at Main Street,42.36300378,-71.08974038,197630.5,30106,346940.4166,9408.3421,27068
480,Thorndike Field at Minuteman Bikeway,42.40016805,-71.14456963,181245.5,5277,154480.0172,20659.2355,3601
481,645 Summer St,42.34178089,-71.03987017,160802.5,5507,105909.401,13709.5527,3385
482,Kearins Playground,42.40616124,-71.06041655,100251,935,24791.9833,10605.1841,597
483,Porzio Park,42.36411904,-71.02876782,122263,3556,90185.9502,15420.4239,1833
484,Revere Public Library,42.408088,-71.008942,35263.5,514,22766.5182,10902.2403,181
485,Revere City Hall,42.40741,-71.0139,55357.5,769,32098.8841,14269.722,238
486,Langley Lot,42.330528,-71.192861,79353.5,952,29786.4001,12280.3916,473
487,Community Path at Lowell St,42.392525,-71.105587,191680.5,12937,193796.2655,11858.189,9187
488,Martha Eliot Health Center,42.324173,-71.10196,168672.5,4376,78872.3184,12846.9698,3749
489,Day Sq,42.379295,-71.027733,117048.5,2059,44369.7646,11787.8643,1233
490,Blue Hill Ave at Havelock St,42.286012,-71.090986,37122,427,17100.8994,9865.1829,232
491,Harrison Ave at E. Dedham St,42.339194,-71.06975,192397.5,15747,210227.0176,10330.3638,12791
492,Harvard Stadium: N. Harvard St at Soldiers Field Rd,42.368019,-71.1242,178022.5,24776,434885.7334,12957.8588,17997
493,2 Hummingbird Lane at Olmsted Green,42.28887,-71.095003,19213.5,161,5442.8496,3982.2606,97
494,Watertown Town Hall,42.367621,-71.187936,101607,1478,52339.8006,17417.3857,894
495,Union Square East,42.380078,-71.090098,165600,9969,164231.1185,10906.917,7640
496,Trum Field @ Cedar St (Temp Winter Station),42.398444,-71.107833,49960,506,7258.4998,2386.2178,406
497,Washington St @ New Washington St (Temp Winter Station),42.381056,-71.087083,64371,1058,18272.1836,3898.0129,909
498,Broadway Opposite Norwood Ave  (Temp Winter Station),42.396764,-71.102376,41661,280,4901.6335,2960.6225,225
499,Conway Park @ Bleachery Ct (Temp Winter Station),42.38364093,-71.10868692,67300,1557,22282.3666,3627.8096,1374
502,160 Arsenal,42.36466403,-71.17569387,126856.5,3076,95455.4672,18769.2159,1910
503,Cary Square,42.39813565,-71.03070972,59186.5,542,18723.6,9462.1999,253
504,Bellingham Square,42.39319611,-71.0334456,48939.5,608,23231.6833,11040.9941,236
505,Chelsea Square,42.39022671,-71.03857018,69046.5,1195,33638.7829,11970.7007,640
506,Broadway at Gerrish Ave,42.39453079,-71.03085594,53169,607,21074.8494,9594.6201,273
507,Chelsea Station,42.39636528,-71.03987179,83981,1730,44031.8014,12443.8811,1045
508,855 Broadway,42.39841773,-71.02390923,78239,934,27660.0175,10754.4893,520
509,Nichols Ave. at Watertown Greenway,42.36762049,-71.15656637,114184.5,3290,90533.6168,15906.4144,2347
510,Mass Ave at Broadway,42.41420213,-71.15051883,56210.5,2410,80597.4168,12681.4752,1362
511,Bellevue T Stop,42.28611421,-71.14636928,28877,344,9383.2834,5131.3154,198
512,Knoll St at Centre St,42.29376656,-71.1365658,39983.5,703,21133.8832,8083.4786,413
513,Roseland St At Dorchester Ave,42.29116853,-71.0630089,30080,450,9569.5163,4726.542,289
514,Pearl St at Medford St,42.38815705,-71.09588742,40132.5,2079,41774.4663,7296.7408,1457
515,955 Mass Ave,42.36895181,-71.1099878,142976,34851,480978.2832,7946.3244,27779
516,Salem Ferry Landing,42.52189284,-70.88069111,38779,1012,37505.6672,10405.4824,320
517,Salem Willows Park,42.53466911,-70.8702144,40814.5,1588,51001.4666,9182.9906,302
518,Shetland Park - Congress at Peabody St,42.51836788,-70.88952363,87348.5,1359,55484.0992,12384.3685,419
519,Mayor Salvo Path at Mill St,42.5180352,-70.89570075,56368,1909,65337.7337,12171.0203,632
520,Salem MBTA - Washington at Federal St,42.52345239,-70.89611113,103821,2318,78899.0991,13602.6674,999
521,Lafayette at Leach St,42.51142784,-70.89183301,47667,943,26559.7004,7842.6953,399
522,Salem State University - Bike Path at Loring Ave,42.50182399,-70.89478076,62875,2260,69742.8163,12591.9493,871
523,Boston College T,42.33987892,-71.16708934,115510.5,4686,129653.7158,12950.8461,2222
524,Newton Highlands T,42.32206566,-71.20637298,54311,910,23518.5168,8579.403,610
525,California at Chapel,42.36514871,-71.20236039,72767.5,1622,73544.7329,16593.2247,723
526,Beacon at Walnut,42.33006232,-71.20668411,45189,551,10833.4506,5225.3016,377
527,Newton Library,42.33620337,-71.20779455,32924.5,351,11499.0175,6486.1445,168
528,Washington St at Walnut St,42.35145812,-71.20764971,73775,779,23935.6334,9544.1956,351
529,One Beacon St,42.35847764,-71.0613513,142952,9125,168825.7987,9860.954,6241
530,Foley St at Grand Union Blvd,42.3930184,-71.08071685,138903,7077,170540.1827,11905.4643,4807
531,Harvard St and Stedman St,42.34435176,-71.12490356,144745,12351,196313.9351,8247.3609,9555
532,Concord Ave at Spinelli Place,42.390719,-71.1538877,119074,1937,44684.3333,10607.5191,1451
533,Danehy Park at New Street,42.389456,-71.139019,139661,5028,109269.9333,11062.8622,3787
534,Adams Branch Library,42.286011,-71.054689,9464,177,4659.4666,1823.6613,81
535,Auburndale,42.34805541,-71.24775946,43266,498,24030.4001,10385.5159,230
536,Clinton St at North St,42.36070284,-71.05524927,139121,10030,282274.1841,12656.2159,4076
537,Charles River Greenway - California St. at Fifth Ave,42.36455361,-71.19100392,53144,758,28851.3499,7038.6997,368
538,Circuit Drive at American Legion Hwy,42.29704126,-71.09171927,51875,815,26449.5995,9079.8028,405
539,Walnut Ave at School St,42.31242399,-71.09616905,110749,1560,38570.6341,11096.6498,1138
540,Sumner St at Shirley Ave,42.40833706,-70.99804848,112458,1047,26467.2167,7573.8908,618
541,Orr Sq (Shirley Ave),42.40715656,-70.9927243,110825,2304,98715.1662,14449.7665,1156
542,Hyde Park Ave at Arlington St,42.26286746,-71.12163126,14662,148,6134.0499,3470.0504,81
543,American Legion Hwy at Hyde Park Ave,42.27265394,-71.11990392,9488,108,4063.2163,2287.1154,49
544,Old Morse Park at Putnam Ave,42.35766248,-71.10841334,138647,17861,231086.7663,6447.4995,15111
545,Morton St at Gallivan Blvd,42.278747,-71.080286,22722,206,6477.0829,4164.5431,100
546,Cleary Sq,42.2556,-71.12444,16378,201,10253.5167,5546.2098,106
547,606 American Legion Hwy at Canterbury St,42.28578,-71.109725,38230,391,10337.2837,5203.433,230
548,555 Metropolitan Ave,42.2681,-71.11924,9005,82,5333.0833,3469.7026,30
549,Valenti Way at Haverhill St,42.36473899,-71.05934903,135794,22239,416502.5832,8758.5177,15483
550,Somerville High School & Central Library,42.3864,-71.09601,130851,3654,60822.8174,7193.6033,2806
553,Cambridge Crossing at North First Street,42.371141,-71.076198,133016,23920,406425.8323,7275.7362,18708
554,Forsyth St at Huntington Ave,42.339202,-71.090511,127794,37877,602575.6499,6755.5605,29898
555,Hyde Park Library,42.2568376,-71.122509,17522,161,6424.167,3716.7999,77
556,Ross Playground,42.2645666,-71.1145523,17711,169,5546.0669,2974.2614,63
557,Galileo Galilei Way at Fulkerson St/Binney St,42.3664204,-71.0885418,59133,7230,96254.2832,4718.6213,6230
558,St. Alphonsus St at Tremont St,42.33329255,-71.10124648,52930,13919,195651.4664,4735.062,10926
559,Centre St at Commonwealth Ave,42.3362358,-71.1934421,17929,242,8825.2497,3778.6846,93
560,Flat 9 at Whittier,42.33420351,-71.08767617,39802,1442,27472.8499,4792.4519,1126
561,Pier 4 Blvd at Autumn Ln,42.3502102,-71.0446705,50269,6711,123350.9329,5714.7038,4282
562,Hawthorne Boulevard,42.5223714,-70.8903331,37672,1374,61118.8673,9880.7971,275
563,Addison St at Saratoga St,42.38518147,-71.0151367,24090,923,14245.3825,2746.7543,632
564,Raymond Park at Walden St,42.38736954,-71.12761001,27593,2558,41691.9832,3887.9104,2028
565,Wellington MBTA,42.4023682,-71.07573182,22451,1218,32977.4166,5758.7495,762
566,Main Street/Albany Street/Technology Square,42.3629016,-71.0915669,20025,9035,111138.4172,2480.1102,8185
567,Brighton Ave at Linden St,42.3528376,-71.1296752,8929,5721,102766.0169,1754.3968,4585
568,Shawmut Ave at Lenox St,42.33584613,-71.08038157,14794,1477,23970.1331,2460.0498,1268
569,Hood Park,42.38004535,-71.07304573,14724,979,16552.05,2640.2231,766
570,Salem State University - North Campus,42.503332,-70.891444,9873,508,10360.7169,1881.7622,382
571,Forest River Park,42.506395,-70.88693,5279,315,9110.4168,1548.8509,54
572,Essex St at Dalton Parkway,42.516223,-70.905535,7213,164,3706.8,1578.0961,60
573,Salem MBTA - Lower Level,42.523994,-70.89684,4367,113,3152.4001,1178.6355,56
574,Community Life Center,42.520136,-70.906271,1085,25,359.6167,220.5499,12
575,Goodhue St at Grove St,42.520897,-70.910528,2709,53,1668.0163,835.9035,18
576,Main St at Brooks Park,42.411709,-71.110444,8163,247,6211.3668,2062.1012,108
577,Medford Sq - Riverside Ave at River St,42.417724,-71.108102,8946,316,11170.4171,3522.0747,196
578,Tufts Sq - Main St at Medford St,42.401697,-71.106128,10918,561,11967.1004,2469.6436,405
582,Gore Street at Lambert Street,42.3730798,-71.08634234,11057,4697,61570.3673,1636.1827,3961
583,Broad Canal Way at Third Street,42.3630455,-71.08287079,10904,2023,27549.7841,1660.9319,1747
584,Malden Center T Station,42.426541,-71.073179,9154,298,8881.9663,2719.7257,172
585,Northern Strand at Main St,42.42386,-71.067793,7930,245,6003.5999,1945.8594,142
586,Gramsdorf Playground,42.408156,-71.0429,8100,174,3655.9331,1930.9196,151
587,Malden High School,42.42653766,-71.06393695,6299,140,5701.1,2506.2301,76
589,North St at Liberty Hill Ave,42.52989965,-70.90614259,966,13,204.8167,156.2972,6
590,John Ahern Field at Kennedy-Longfellow School,42.36903567,-71.0863096,6326,537,5867.2497,688.8243,462
591,515 Somerville Ave (Temp. Winter Location),42.38322727,-71.10606909,6738,682,8081.6333,810.4729,548
